idno,nwspol,netusoft,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstun,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,pstplonl,clsprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,mnrgtjb,freehms,hmsfmlsh,hmsacld,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk,health,hlthhmp,atchctr,atcherp,rlgblg,rlgdgr,rlgatnd,pray,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,brncntr,blgetmg,facntr,mocntr,gvrfgap,rfgbfml,eneffap,rdcenr,cflsenr,elgcoal,elghydr,elgnuc,elgsun,elgwind,elgbio,wrpwrct,wrenexp,wrdpimp,wrdpfos,wrntdis,wrinspw,wrtcfl,wrtratc,clmchng,clmthgt2,ccnthum,ccrdprs,wrclmch,ccgdbd,lkredcc,lklmten,gvsrdcc,ownrdcc,inctxff,sbsrnen,banhhap,dfincac,smdfslv,uemplwk,slvpens,slvuemp,gvslvol,gvslvue,gvcldcr,sbstrec,sbprvpv,sbeqsoc,sbbsntx,sblazy,sblwcoa,imsclbn,uentrjb,bnlwinc,lkuemp,lknemny,vteurmmb,hhmmb,gndr,agea,icpart1,dvrcdeva,maritalb,chldhm,domicil,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,emplrel,estsz,jbspv,wkdcorga,iorgact,wkhct,wkhtot,tporgwk,wrkac6m,uemp3m,mbtru,hincsrca,hinctnta,hincfel,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,emprf14,emprm14,atncrse,anctry1,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,region,neverwork,occgrp,industry,votesd
1695,30,5. Every day,7,8,7,3,2,3,3,2,5,6,4,2,4,7,1. Yes,0. No,0. No,0. No,1. Yes,0. No,1. Yes,0. No,0. No,5,9,6,6,4,4,1,3,4,2,4,3,2,2,2,7,8,8,9,5. Once a week,3. 3,4,1. Yes,2,1,3,8,5,1. Yes,10,4. At least once a month,2. More than once a week,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,2,7,4,10,5,2,4,4,4,4,3,2,2,2,3,2,2,2,1,3,3,7,3,3,7,3,4,3,5,1,2,2,3,3. 10-14,3,5,10,7,10,3,3,3,3,4,4,1,4,1,1,1,1. Remain member of the European Union,3,1. Yes,50,1. Yes,0. No,1. Legally married,1. Yes,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. 25 to 99,1. Yes,9,8,40,47,4. A private firm,0. No,1. Yes,"1. Yes, currently",1. Wages or salaries,10th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. Not working,1. Yes,12060. Swedish nfs,2,5,4,3,3,5,5,2,2,2,3,2,5,5,4,3,2,2,3,3,4,5. SE124,0,3. Technicians,6. Wholesale and retail,0
1696,60,5. Every day,5,4,4,2,2,3,3,3,7,5,4,4,5,6,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,8,9,8,6,7,3,4,2,5,2,5,2,2,2,2,4,6,5,9,7. Every day,4. 4-6,3,0. No,1,1,3,8,5,0. No,3,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,4,7,3,8,5,2,4,2,2,3,2,3,3,3,2,2,2,3,2,2,3,6,3,6,7,5,4,4,2,2,4,3,2,3. 10-14,3,4,7,4,7,3,4,2,2,3,3,3,3,1,1,1,1. Remain member of the European Union,3,1. Yes,50,1. Yes,0. No,6. None of these (NEVER married or in legally registered civil union),1. Yes,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,1. Under 10,1. Yes,10,10,40,60,5. Self employed,0. No,0. No,"1. Yes, currently",1. Wages or salaries,9th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,0. No,12060. Swedish nfs,3,5,4,3,4,4,3,3,2,2,3,4,4,2,4,4,4,2,3,3,2,14. SE232,0,1. Managers,12. Administrative and support service,0
1699,5,5. Every day,6,3,6,3,1,5,1,5,2,7,9,0,3,3,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,4,9,7,1,1,5,5,3,4,2,4,2,2,2,2,1,1,2,8,7. Every day,2. 2,2,0. No,2,3,2,9,4,0. No,0,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,4,3,1,1,2,5,5,1,5,5,4,1,4,4,1,3,3,2,2,1,2,2,0,2,6,0,3,7,0,5,5,4,3,2,2. 5-9,5,5,10,10,10,5,1,1,4,4,5,4,4,1,2,1,2. Leave the European Union,1,1. Yes,50,0. No,0. No,6. None of these (NEVER married or in legally registered civil union),0. No,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,5. 500 or more,1. Yes,4,2,40,60,1. Central or local government,0. No,1. Yes,"1. Yes, currently",1. Wages or salaries,5th decile,1,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,0. No,12000. North European (Nordic),1,5,4,5,5,4,4,3,3,1,1,2,5,2,4,5,5,2,2,4,1,4. SE123,0,3. Technicians,7. Transportation and Storage,1
1704,30,5. Every day,6,6,6,2,3,3,3,3,5,5,5,5,5,5,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,1. Yes,0. No,2,8,8,4,6,8,4,3,5,1,1,1,1,1,1,4,10,8,8,6. Several times a week,4. 4-6,2,0. No,2,1,3,8,5,0. No,4,6. Less often,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,4,4,10,4,7,4,4,5,1,1,1,1,1,1,1,1,1,1,2,2,3,4,7,3,5,7,7,7,8,2,1,2,2,3,3. 10-14,7,7,8,8,8,4,3,3,3,3,2,3,4,3,1,1,1. Remain member of the European Union,1,0. No,50,0. No,0. No,6. None of these (NEVER married or in legally registered civil union),0. No,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. 25 to 99,1. Yes,8,8,38,38,4. A private firm,0. No,0. No,"1. Yes, currently",1. Wages or salaries,7th decile,1,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,2,5,1,4,3,1,3,1,1,2,1,1,4,3,2,2,2,1,1,2,1,17. SE313,0,5. Services,15. Health and social work,1
1707,20,5. Every day,7,7,5,2,2,4,3,4,6,6,7,6,6,6,1. Yes,0. No,1. Yes,0. No,0. No,0. No,1. Yes,0. No,1. Yes,7,8,7,5,6,5,6,3,5,1,5,3,1,1,1,9,9,9,8,6. Several times a week,5. 7-9,5,1. Yes,1,2,3,8,5,1. Yes,7,4. At least once a month,2. More than once a week,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,2,9,5,10,5,4,5,1,1,1,1,1,2,3,2,1,2,2,1,5,3,10,4,1,9,7,7,10,2,2,1,1,1,3. 10-14,7,7,9,7,9,3,2,2,3,3,3,1,4,3,1,1,1. Remain member of the European Union,1,0. No,51,0. No,0. No,6. None of these (NEVER married or in legally registered civil union),0. No,2. Suburbs or outskirts of big city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,3. 25 to 99,1. Yes,9,6,32,50,1. Central or local government,0. No,0. No,"1. Yes, currently",1. Wages or salaries,8th decile,1,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,1,5,2,3,5,1,5,1,3,1,1,2,5,4,1,5,5,1,1,4,2,1. SE110,0,3. Technicians,15. Health and social work,0
1713,40,5. Every day,8,8,9,3,4,2,4,2,7,8,9,7,7,8,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,0. No,3,8,7,7,9,7,8,2,5,1,5,3,1,1,1,6,7,7,7,4. Several times a month,4. 4-6,2,0. No,1,2,3,10,4,1. Yes,4,6. Less often,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,2,8,5,4,5,4,4,2,2,3,2,2,2,3,2,2,2,3,1,3,3,9,3,4,7,5,6,7,1,1,1,4,2,3. 10-14,7,7,9,9,10,4,2,2,4,4,4,1,4,3,1,1,1. Remain member of the European Union,2,0. No,51,1. Yes,0. No,1. Legally married,0. No,5. Farm or home in countryside,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. 25 to 99,0. No,7,7,25,25,1. Central or local government,0. No,1. Yes,"1. Yes, currently",1. Wages or salaries,8th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,3. Not working,1. Yes,12060. Swedish nfs,5,5,1,6,2,4,3,1,1,2,3,2,6,2,5,2,5,1,1,3,2,3. SE122,0,5. Services,15. Health and social work,0
1714,30,5. Every day,7,7,8,2,2,3,2,2,6,5,5,4,4,5,0. No,0. No,1. Yes,0. No,0. No,0. No,0. No,0. No,1. Yes,8,7,6,3,3,5,4,3,4,3,3,4,2,2,2,2,2,0,7,7. Every day,4. 4-6,4,0. No,1,1,3,7,4,0. No,2,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,4,5,7,4,7,5,2,3,2,3,3,1,2,2,2,1,2,2,2,2,3,3,5,2,3,6,6,8,6,4,2,2,3,4,2. 5-9,5,5,8,7,9,2,2,2,2,3,3,4,3,2,1,1,33. Would submit a blank ballot paper,1,1. Yes,50,0. No,1. Yes,4. Legally divorced/civil union dissolved,0. No,4. Country village,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,1. Under 10,1. Yes,10,10,20,20,5. Self employed,0. No,1. Yes,"2. Yes, previously",2. Income from self-employment (excluding farming),5th decile,1,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,3. Not working,1. Employee,0. No,"20000. North African, Middle Eastern and Central Asian",3,5,3,3,3,5,3,3,2,3,1,2,5,3,5,3,4,2,2,4,2,12. SE224,0,2. Professionals,6. Wholesale and retail,0
1720,60,5. Every day,5,5,5,2,2,2,2,2,7,7,7,6,6,6,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,7,9,7,3,6,5,6,4,5,1,5,2,3,3,3,4,4,4,7,7. Every day,3. 3,3,0. No,2,1,3,10,8,0. No,1,5. Only on special holy days,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,3,5,3,7,5,2,3,2,2,2,1,1,2,2,1,1,1,1,1,2,2,5,2,5,5,6,5,4,2,2,3,1,3,2. 5-9,6,6,8,8,7,3,2,3,3,4,3,3,4,2,1,1,1. Remain member of the European Union,2,1. Yes,50,1. Yes,1. Yes,4. Legally divorced/civil union dissolved,0. No,2. Suburbs or outskirts of big city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. 25 to 99,0. No,4,0,40,40,4. A private firm,0. No,0. No,"1. Yes, currently",1. Wages or salaries,10th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,4. Father dead/absent,1. Employee,1. Yes,12060. Swedish nfs,1,2,2,1,3,1,2,1,3,2,1,2,2,4,2,1,1,1,2,5,1,1. SE110,0,3. Technicians,12. Administrative and support service,0
1729,60,5. Every day,8,8,5,2,3,2,3,2,7,6,6,6,5,7,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,7,9,8,6,7,5,7,2,5,1,5,1,1,1,1,8,10,8,8,7. Every day,5. 7-9,3,0. No,1,2,3,8,8,0. No,0,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,1. Yes,2,3,8,4,7,5,2,4,2,2,2,3,4,2,5,2,3,3,3,1,5,4,8,4,2,8,3,3,4,3,1,3,3,2,3. 10-14,5,3,10,7,7,3,3,2,3,4,4,4,4,3,1,1,1. Remain member of the European Union,1,1. Yes,50,0. No,0. No,6. None of these (NEVER married or in legally registered civil union),0. No,1. A big city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. 25 to 99,1. Yes,7,5,40,40,1. Central or local government,0. No,1. Yes,"1. Yes, currently",1. Wages or salaries,5th decile,1,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,1. Employee,1. Yes,12060. Swedish nfs,3,3,1,4,5,3,4,2,4,2,1,3,4,4,3,4,4,1,2,6,2,1. SE110,0,3. Technicians,9. Information and communication,0
1730,120,5. Every day,5,8,6,1,2,5,3,3,3,5,7,1,2,2,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,0. No,5,8,5,1,0,3,3,2,5,1,5,2,2,2,2,4,8,5,8,5. Once a week,5. 7-9,3,1. Yes,3,2,3,8,6,0. No,3,6. Less often,1. Every day,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,5,3,9,5,7,5,2,4,2,2,1,2,5,5,4,3,3,2,3,2,4,3,8,2,3,6,6,6,8,4,1,2,1,1,3. 10-14,8,6,10,7,5,3,1,2,2,2,1,3,5,3,1,1,2. Leave the European Union,4,0. No,50,1. Yes,0. No,6. None of these (NEVER married or in legally registered civil union),1. Yes,1. A big city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,1. Under 10,1. Yes,10,10,50,50,4. A private firm,0. No,1. Yes,"2. Yes, previously",2. Income from self-employment (excluding farming),9th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,3,5,2,6,6,1,2,1,1,6,1,1,2,2,4,6,3,1,2,6,5,12. SE224,0,5. Services,15. Health and social work,0
1731,60,5. Every day,3,4,6,1,3,4,4,4,7,8,8,6,6,5,0. No,0. No,1. Yes,0. No,1. Yes,0. No,0. No,1. Yes,0. No,4,8,4,5,7,6,5,2,2,2,3,4,2,2,2,6,6,6,7,7. Every day,3. 3,4,0. No,2,1,3,7,5,1. Yes,10,1. Every day,1. Every day,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1,2,4,3,7,4,2,4,1,1,3,1,2,2,3,2,2,2,1,2,2,2,3,2,3,4,4,4,3,2,2,3,4,1,3. 10-14,5,4,8,7,10,1,1,1,3,5,3,1,3,2,1,2,1. Remain member of the European Union,3,1. Yes,50,1. Yes,0. No,1. Legally married,1. Yes,2. Suburbs or outskirts of big city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,4. 100 to 499,0. No,0,0,40,45,4. A private firm,0. No,0. No,"1. Yes, currently",1. Wages or salaries,6th decile,2,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. Not working,1. Yes,"20000. North African, Middle Eastern and Central Asian",3,2,1,1,1,4,2,2,4,3,1,1,3,2,3,2,1,1,1,1,2,1. SE110,0,8. Plant and Machine Operators,7. Transportation and Storage,0
1739,60,5. Every day,8,8,7,2,2,3,2,3,7,7,8,7,7,7,1. Yes,0. No,0. No,0. No,0. No,1. Yes,1. Yes,0. No,1. Yes,3,8,5,6,7,4,5,2,5,1,5,1,1,1,1,5,8,8,9,7. Every day,4. 4-6,3,0. No,2,1,3,8,5,0. No,0,5. Only on special holy days,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,2,8,5,5,4,2,4,2,2,4,1,3,3,3,3,2,2,2,1,4,3,8,3,3,6,3,3,5,2,1,2,3,2,3. 10-14,4,4,8,8,10,4,3,3,2,3,4,4,4,3,1,1,2. Leave the European Union,2,0. No,49,1. Yes,0. No,1. Legally married,0. No,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,4. 100 to 499,1. Yes,8,7,40,42,4. A private firm,0. No,0. No,"1. Yes, currently",1. Wages or salaries,8th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,3,5,1,4,5,3,3,2,2,2,1,1,5,4,3,3,5,1,1,5,2,18. SE321,0,5. Services,15. Health and social work,0
1744,60,5. Every day,7,5,7,2,2,4,2,4,6,7,7,4,6,8,0. No,0. No,1. Yes,0. No,1. Yes,0. No,1. Yes,1. Yes,1. Yes,8,7,5,3,6,3,4,3,5,1,5,3,1,2,2,7,8,7,7,7. Every day,6. 10 or more,4,1. Yes,2,3,2,8,7,1. Yes,6,5. Only on special holy days,6. Less often,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,3,3,7,4,9,5,2,2,2,2,2,2,2,2,3,2,2,1,3,1,4,4,7,3,3,8,4,2,7,5,1,4,2,3,5. 20-24,4,5,7,5,7,4,2,3,3,2,2,4,3,3,1,1,1. Remain member of the European Union,3,1. Yes,49,1. Yes,1. Yes,4. Legally divorced/civil union dissolved,1. Yes,4. Country village,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. 25 to 99,1. Yes,6,5,39,45,4. A private firm,0. No,1. Yes,"1. Yes, currently",1. Wages or salaries,9th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,1,4,3,2,3,3,2,2,3,3,2,2,3,2,3,3,2,1,3,2,2,14. SE232,0,2. Professionals,6. Wholesale and retail,0
1745,30,5. Every day,3,3,3,1,1,2,2,3,3,3,4,2,2,3,0. No,0. No,1. Yes,0. No,1. Yes,0. No,1. Yes,1. Yes,1. Yes,8,7,1,1,1,5,7,4,4,1,5,3,2,2,3,3,4,5,9,4. Several times a month,3. 3,2,0. No,1,2,3,8,5,1. Yes,0,6. Less often,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,4,3,8,5,5,5,1,3,2,4,2,2,4,4,2,2,4,2,3,2,3,3,8,3,3,4,5,5,2,4,1,5,4,2,2. 5-9,2,5,9,8,7,3,2,2,2,3,3,3,3,3,2,2,2. Leave the European Union,2,1. Yes,49,1. Yes,0. No,1. Legally married,0. No,5. Farm or home in countryside,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. 25 to 99,0. No,10,1,40,40,2. Other public sector (such as education and health),0. No,0. No,"1. Yes, currently",1. Wages or salaries,8th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,4. Father dead/absent,1. Employee,0. No,12060. Swedish nfs,3,3,4,5,2,3,2,2,4,2,1,2,5,2,4,3,2,3,2,3,3,12. SE224,0,5. Services,14. Education,1
1749,5,5. Every day,7,7,4,3,3,3,3,3,7,6,6,4,5,8,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Yes,5,9,4,6,6,5,7,2,4,1,4,2,1,1,1,4,7,5,8,6. Several times a week,4. 4-6,3,0. No,2,1,3,9,8,1. Yes,6,5. Only on special holy days,3. Once a week,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,2,8,3,10,4,2,5,1,1,1,2,2,2,4,2,2,2,2,1,4,4,8,4,2,7,4,4,4,2,1,2,4,3,2. 5-9,4,4,8,7,9,4,2,2,4,4,4,2,4,2,2,1,1. Remain member of the European Union,2,0. No,49,1. Yes,0. No,1. Legally married,0. No,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,2. 10 to 24,0. No,8,4,40,32,2. Other public sector (such as education and health),0. No,1. Yes,"1. Yes, currently",1. Wages or salaries,7th decile,1,1. Yes,0. No,0. No,1. Yes,1. Yes,0. No,0. No,0. No,0. No,2. Self-employed,1. Employee,1. Yes,12060. Swedish nfs,4,5,3,5,4,4,4,3,2,3,3,3,5,5,5,4,5,2,2,4,4,12. SE224,0,2. Professionals,15. Health and social work,0
1752,10,5. Every day,7,7,3,4,4,4,3,4,8,8,9,5,5,6,1. Yes,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,6,9,8,7,6,5,6,2,5,2,4,3,1,1,2,7,8,8,8,4. Several times a month,4. 4-6,3,1. Yes,1,2,3,7,5,1. Yes,6,5. Only on special holy days,3. Once a week,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,2,8,3,10,5,1,3,3,2,3,1,2,2,2,1,1,2,2,1,4,2,6,2,4,6,7,6,9,2,3,5,3,3,2. 5-9,2,4,6,6,4,4,2,2,4,3,2,3,4,3,1,1,1. Remain member of the European Union,5,1. Yes,49,1. Yes,0. No,1. Legally married,1. Yes,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,5. 500 or more,1. Yes,10,8,40,55,2. Other public sector (such as education and health),0. No,1. Yes,3. No,1. Wages or salaries,8th decile,1,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,1. Employee,1. Yes,12060. Swedish nfs,1,3,1,2,2,3,5,2,5,2,1,2,3,3,5,5,5,3,3,3,3,18. SE321,0,2. Professionals,"11. Professional, scientific, and technical",0
1759,90,5. Every day,8,8,6,2,2,3,2,3,5,6,7,4,4,7,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,7,6,7,2,7,7,2,3,5,1,5,1,2,2,2,8,8,8,7,6. Several times a week,3. 3,3,0. No,2,4,3,7,5,1. Yes,6,5. Only on special holy days,2. More than once a week,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,1,9,5,10,5,3,4,1,1,1,2,4,5,4,3,2,2,4,2,4,2,5,2,3,0,2,4,0,2,1,4,4,2,2. 5-9,5,5,10,6,10,5,2,2,3,3,4,1,4,3,1,1,1. Remain member of the European Union,2,0. No,49,1. Yes,1. Yes,1. Legally married,0. No,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Employee,3. 25 to 99,0. No,10,5,40,40,1. Central or local government,0. No,0. No,"2. Yes, previously",1. Wages or salaries,10th decile,1,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,1. Employee,1. Employee,1. Yes,12060. Swedish nfs,2,5,2,3,4,2,3,1,1,4,1,1,6,5,3,3,4,1,3,3,2,6. SE125,0,2. Professionals,13. Public administration and defense,0
1761,60,5. Every day,7,8,5,2,4,3,4,3,7,7,7,6,7,8,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,1. Yes,0,8,7,7,8,5,5,2,5,1,5,2,2,2,2,7,8,5,7,7. Every day,4. 4-6,4,0. No,3,1,3,8,8,0. No,0,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,2,9,5,5,5,2,5,2,2,2,2,2,3,3,2,2,2,3,2,4,4,8,4,3,8,6,4,7,2,1,2,3,2,2. 5-9,7,4,7,7,9,3,3,2,4,4,2,3,4,3,1,1,2. Leave the European Union,3,0. No,49,0. No,0. No,6. None of these (NEVER married or in legally registered civil union),1. Yes,3. Town or small city,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,2. 10 to 24,0. No,3,0,39,39,4. A private firm,0. No,1. Yes,"1. Yes, currently",1. Wages or salaries,4th decile,1,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,1. Employee,0. No,12060. Swedish nfs,4,5,2,5,2,3,4,4,4,2,2,3,5,3,4,5,5,2,1,4,1,12. SE224,0,3. Technicians,"10. Finance, insurance, real estate",0
1762,180,5. Every day,7,5,7,1,3,3,4,4,8,8,7,7,8,8,0. No,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,1. Yes,3,5,8,8,8,4,6,1,5,1,5,2,2,2,2,7,8,6,4,7. Every day,2. 2,2,0. No,1,3,2,9,9,1. Yes,1,7. Never,7. Never,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,2,5,2,8,5,1,2,3,3,3,2,3,2,3,2,2,2,2,1,5,4,6,3,3,5,7,6,1,2,2,2,2,1,2. 5-9,6,6,6,6,6,4,1,1,4,4,5,3,5,3,1,2,1. Remain member of the European Union,1,1. Yes,49,0. No,0. No,6. None of these (NEVER married or in legally registered civil union),0. No,5. Farm or home in countryside,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. 25 to 99,0. No,8,1,40,40,4. A private firm,0. No,1. Yes,"1. Yes, currently",1. Wages or salaries,3rd decile,2,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Employee,3. Not working,0. No,12060. Swedish nfs,1,5,1,1,3,5,5,1,1,1,1,3,3,2,5,3,5,2,1,1,1,12. SE224,0,3. Technicians,9. Information and communication,0
1767,30,5. Every day,10,9,9,2,2,2,2,3,5,8,8,4,5,9,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,0. No,0. No,8,9,7,4,5,6,7,2,5,1,5,2,1,1,1,5,7,5,9,4. Several times a month,3. 3,1,0. No,1,2,2,10,6,0. No,5,6. Less often,7. Never,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,1. Yes,0. No,1. Yes,1. Yes,2,2,7,5,7,5,2,2,1,1,2,1,4,2,2,2,1,2,2,1,3,2,7,3,3,6,4,4,6,5,1,4,2,2,11. 50 or more,5,5,10,10,10,4,2,2,4,4,4,4,3,1,4,2,1. Remain member of the European Union,4,1. Yes,49,1. Yes,0. No,6. None of these (NEVER married or in legally registered civil union),1. Yes,5. Farm or home in countryside,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,1. Under 10,0. No,10,10,40,40,5. Self employed,0. No,1. Yes,"2. Yes, previously",2. Income from self-employment (excluding farming),6th decile,2,1. Yes,0. No,0. No,0. No,0. No,0. No,0. No,0. No,0. No,2. Self-employed,2. Self-employed,1. Yes,12060. Swedish nfs,1,5,2,3,3,2,2,1,2,3,3,3,5,3,5,2,2,2,3,3,3,4. SE123,0,2. Professionals,16. Arts and entertainment,0
